UtcTime,Computer,EventID,Image,CommandLine,User
2026-02-15T00:28:00+00:00,HOST04,4688,C:\Windows\System32\svchost.exe,,DOMAIN\user5
2026-02-15T00:28:00+00:00,HOST04,22,C:\Windows\System32\rundll32.exe,,DOMAIN\user2
2026-02-15T00:29:00+00:00,HOST04,25,C:\Windows\System32\cmd.exe,,DOMAIN\user3
2026-02-15T00:29:00+00:00,HOST04,23,C:\Windows\System32\rundll32.exe,,DOMAIN\user4
2026-02-15T00:29:00+00:00,HOST04,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T00:30:00+00:00,HOST04,25,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user2
2026-02-15T00:30:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T00:30:00+00:00,HOST04,4688,C:\Windows\System32\cmd.exe,,DOMAIN\user3
2026-02-15T00:30:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user4
2026-02-15T00:31:00+00:00,HOST04,4625,C:\Windows\System32\rundll32.exe,,DOMAIN\user5
2026-02-15T00:31:00+00:00,HOST04,1,C:\Windows\System32\cmd.exe,,DOMAIN\user3
2026-02-15T00:31:00+00:00,HOST04,4688,C:\Windows\System32\lsass.exe,,DOMAIN\user1
2026-02-15T00:31:00+00:00,HOST04,4688,C:\Windows\System32\lsass.exe,,DOMAIN\user5
2026-02-15T00:31:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user5
2026-02-15T00:31:00+00:00,HOST04,4625,C:\Windows\System32\lsass.exe,,DOMAIN\user4
2026-02-15T00:31:00+00:00,HOST04,1,C:\Windows\System32\lsass.exe,,DOMAIN\user1
2026-02-15T00:31:00+00:00,HOST04,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T00:32:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user3
2026-02-15T00:32:00+00:00,HOST04,3,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user2
2026-02-15T00:32:00+00:00,HOST04,4624,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user4
2026-02-15T00:32:00+00:00,HOST04,4624,C:\Windows\System32\rundll32.exe,,DOMAIN\user2
2026-02-15T00:32:00+00:00,HOST04,13,C:\Windows\System32\lsass.exe,,DOMAIN\user4
2026-02-15T00:33:00+00:00,HOST04,5,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T00:33:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user3
2026-02-15T00:34:00+00:00,HOST04,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T00:34:00+00:00,HOST04,4625,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T00:35:00+00:00,HOST04,1,C:\Windows\System32\lsass.exe,,DOMAIN\user4
2026-02-15T00:35:00+00:00,HOST04,4624,C:\Windows\System32\svchost.exe,,DOMAIN\user4
2026-02-15T00:35:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user1
2026-02-15T00:35:00+00:00,HOST04,23,C:\Windows\System32\svchost.exe,,DOMAIN\user5
2026-02-15T00:35:00+00:00,HOST04,5,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T00:35:00+00:00,HOST04,4625,C:\Windows\System32\svchost.exe,,DOMAIN\user5
2026-02-15T00:35:00+00:00,HOST04,4688,C:\Windows\System32\rundll32.exe,,DOMAIN\user5
2026-02-15T00:36:00+00:00,HOST04,24,C:\Windows\System32\rundll32.exe,,DOMAIN\user3
2026-02-15T00:36:00+00:00,HOST04,1,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T00:37:00+00:00,HOST04,4688,C:\Windows\System32\cmd.exe,,DOMAIN\user5
2026-02-15T00:37:00+00:00,HOST04,26,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T00:37:00+00:00,HOST04,10,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T00:37:00+00:00,HOST04,3,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user2
2026-02-15T00:37:00+00:00,HOST04,4625,C:\Windows\System32\cmd.exe,,DOMAIN\user2
2026-02-15T00:37:00+00:00,HOST04,24,C:\Windows\System32\rundll32.exe,,DOMAIN\user2
2026-02-15T00:38:00+00:00,HOST04,4625,C:\Windows\System32\rundll32.exe,,DOMAIN\user3
2026-02-15T00:38:00+00:00,HOST04,5,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T00:38:00+00:00,HOST04,4624,C:\Windows\System32\rundll32.exe,,DOMAIN\user3
2026-02-15T00:38:00+00:00,HOST04,12,C:\Windows\System32\rundll32.exe,,DOMAIN\user3
2026-02-15T00:38:00+00:00,HOST04,4688,C:\Windows\System32\lsass.exe,,DOMAIN\user3
2026-02-15T00:38:00+00:00,HOST04,4625,C:\Windows\System32\svchost.exe,,DOMAIN\user5
2026-02-15T00:39:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T00:39:00+00:00,HOST04,5,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T00:39:00+00:00,HOST04,4688,C:\Windows\System32\cmd.exe,,DOMAIN\user1
2026-02-15T00:39:00+00:00,HOST04,25,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user5
2026-02-15T00:39:00+00:00,HOST04,11,C:\Windows\System32\svchost.exe,,DOMAIN\user4
2026-02-15T00:40:00+00:00,HOST04,10,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T00:40:00+00:00,HOST04,22,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user1
2026-02-15T00:40:00+00:00,HOST04,12,C:\Windows\System32\cmd.exe,,DOMAIN\user3
2026-02-15T00:41:00+00:00,HOST04,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user3
2026-02-15T00:41:00+00:00,HOST04,4625,C:\Windows\System32\cmd.exe,,DOMAIN\user4
2026-02-15T00:42:00+00:00,HOST04,4624,C:\Windows\System32\rundll32.exe,,DOMAIN\user4
2026-02-15T00:42:00+00:00,HOST04,4688,C:\Windows\System32\cmd.exe,,DOMAIN\user2
2026-02-15T00:42:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user3
2026-02-15T00:43:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user1
2026-02-15T00:43:00+00:00,HOST04,12,C:\Windows\System32\cmd.exe,,DOMAIN\user1
2026-02-15T00:44:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user1
2026-02-15T00:45:00+00:00,HOST04,24,C:\Windows\System32\lsass.exe,,DOMAIN\user1
2026-02-15T00:45:00+00:00,HOST04,23,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T00:46:00+00:00,HOST04,1,C:\Windows\System32\svchost.exe,,DOMAIN\user2
2026-02-15T00:47:00+00:00,HOST04,4625,C:\Windows\System32\lsass.exe,,DOMAIN\user4
2026-02-15T00:47:00+00:00,HOST04,4624,C:\Windows\System32\rundll32.exe,,DOMAIN\user1
2026-02-15T00:48:00+00:00,HOST04,26,C:\Windows\System32\rundll32.exe,,DOMAIN\user3
2026-02-15T00:48:00+00:00,HOST04,11,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T00:49:00+00:00,HOST04,4624,C:\Windows\System32\svchost.exe,,DOMAIN\user3
2026-02-15T00:49:00+00:00,HOST04,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user2
2026-02-15T00:50:00+00:00,HOST04,5,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user2
2026-02-15T00:50:00+00:00,HOST04,10,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T00:50:00+00:00,HOST04,25,C:\Windows\System32\rundll32.exe,,DOMAIN\user2
2026-02-15T00:51:00+00:00,HOST04,12,C:\Windows\System32\rundll32.exe,,DOMAIN\user4
2026-02-15T00:51:00+00:00,HOST04,1,C:\Windows\System32\lsass.exe,,DOMAIN\user2
2026-02-15T00:52:00+00:00,HOST04,4625,C:\Windows\System32\svchost.exe,,DOMAIN\user5
2026-02-15T00:52:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T00:52:00+00:00,HOST04,4625,C:\Windows\System32\cmd.exe,,DOMAIN\user1
2026-02-15T00:52:00+00:00,HOST04,4624,C:\Windows\System32\lsass.exe,,DOMAIN\user2
2026-02-15T00:53:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user5
2026-02-15T00:53:00+00:00,HOST04,12,C:\Windows\System32\cmd.exe,,DOMAIN\user2
2026-02-15T00:53:00+00:00,HOST04,11,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T00:53:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T00:53:00+00:00,HOST04,12,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T00:54:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user3
2026-02-15T00:55:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user1
2026-02-15T00:56:00+00:00,HOST04,1,C:\Windows\System32\rundll32.exe,,DOMAIN\user3
2026-02-15T00:56:00+00:00,HOST04,13,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T00:56:00+00:00,HOST04,26,C:\Windows\System32\lsass.exe,,DOMAIN\user3
2026-02-15T00:56:00+00:00,HOST04,22,C:\Windows\System32\lsass.exe,,DOMAIN\user1
2026-02-15T00:56:00+00:00,HOST04,22,C:\Windows\System32\svchost.exe,,DOMAIN\user5
2026-02-15T00:56:00+00:00,HOST04,4688,C:\Windows\System32\svchost.exe,,DOMAIN\user3
2026-02-15T00:56:00+00:00,HOST04,1,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user2
2026-02-15T00:56:00+00:00,HOST04,4624,C:\Windows\System32\lsass.exe,,DOMAIN\user1
2026-02-15T00:57:00+00:00,HOST04,1,C:\Windows\System32\svchost.exe,,DOMAIN\user5
2026-02-15T00:57:00+00:00,HOST04,4624,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user1
2026-02-15T00:57:00+00:00,HOST04,11,C:\Windows\System32\rundll32.exe,,DOMAIN\user2
2026-02-15T00:58:00+00:00,HOST04,4625,C:\Windows\System32\rundll32.exe,,DOMAIN\user1
2026-02-15T00:58:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user1
2026-02-15T00:58:00+00:00,HOST04,1,C:\Windows\System32\cmd.exe,,DOMAIN\user1
2026-02-15T00:58:00+00:00,HOST04,25,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T00:58:00+00:00,HOST04,4624,C:\Windows\System32\svchost.exe,,DOMAIN\user2
2026-02-15T01:00:00+00:00,HOST04,5,C:\Windows\System32\cmd.exe,,DOMAIN\user1
2026-02-15T01:00:00+00:00,HOST04,23,C:\Windows\System32\lsass.exe,,DOMAIN\user1
2026-02-15T01:00:00+00:00,HOST04,4688,C:\Windows\System32\cmd.exe,,DOMAIN\user3
2026-02-15T01:00:00+00:00,HOST04,10,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user3
2026-02-15T01:02:00+00:00,HOST04,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T01:03:00+00:00,HOST04,11,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T01:03:00+00:00,HOST04,4625,C:\Windows\System32\cmd.exe,,DOMAIN\user4
2026-02-15T01:05:00+00:00,HOST04,10,C:\Windows\System32\cmd.exe,,DOMAIN\user2
2026-02-15T01:05:00+00:00,HOST04,4624,C:\Windows\System32\svchost.exe,,DOMAIN\user3
2026-02-15T01:05:00+00:00,HOST04,3,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T01:05:00+00:00,HOST04,4625,C:\Windows\System32\svchost.exe,,DOMAIN\user2
2026-02-15T01:05:00+00:00,HOST04,1,C:\Windows\System32\lsass.exe,,DOMAIN\user1
2026-02-15T01:06:00+00:00,HOST04,5,C:\Windows\System32\rundll32.exe,,DOMAIN\user5
2026-02-15T01:06:00+00:00,HOST04,4688,C:\Windows\System32\lsass.exe,,DOMAIN\user4
2026-02-15T01:07:00+00:00,HOST04,22,C:\Windows\System32\rundll32.exe,,DOMAIN\user1
2026-02-15T01:08:00+00:00,HOST04,4625,C:\Windows\System32\rundll32.exe,,DOMAIN\user1
2026-02-15T01:08:00+00:00,HOST04,4624,C:\Windows\System32\cmd.exe,,DOMAIN\user5
2026-02-15T01:08:00+00:00,HOST04,4624,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user4
2026-02-15T01:09:00+00:00,HOST04,5,C:\Windows\System32\lsass.exe,,DOMAIN\user5
2026-02-15T01:09:00+00:00,HOST04,13,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T01:09:00+00:00,HOST04,22,C:\Windows\System32\svchost.exe,,DOMAIN\user4
2026-02-15T01:10:00+00:00,HOST04,1,C:\Windows\System32\rundll32.exe,,DOMAIN\user5
2026-02-15T01:10:00+00:00,HOST04,4625,C:\Windows\System32\cmd.exe,,DOMAIN\user2
2026-02-15T01:10:00+00:00,HOST04,4688,C:\Windows\System32\cmd.exe,,DOMAIN\user4
2026-02-15T01:11:00+00:00,HOST04,10,C:\Windows\System32\svchost.exe,,DOMAIN\user1
2026-02-15T01:11:00+00:00,HOST04,1,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T01:11:00+00:00,HOST04,11,C:\Windows\System32\lsass.exe,,DOMAIN\user3
2026-02-15T01:11:00+00:00,HOST04,5,C:\Windows\System32\lsass.exe,,DOMAIN\user5
2026-02-15T01:11:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user2
2026-02-15T01:12:00+00:00,HOST04,4624,C:\Windows\System32\svchost.exe,,DOMAIN\user4
2026-02-15T01:12:00+00:00,HOST04,11,C:\Windows\System32\cmd.exe,,DOMAIN\user1
2026-02-15T01:12:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T01:14:00+00:00,HOST04,11,C:\Windows\System32\rundll32.exe,,DOMAIN\user1
2026-02-15T01:14:00+00:00,HOST04,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T01:15:00+00:00,HOST04,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user2
2026-02-15T01:16:00+00:00,HOST04,11,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user1
2026-02-15T01:17:00+00:00,HOST04,1,C:\Windows\System32\cmd.exe,,DOMAIN\user2
2026-02-15T01:19:00+00:00,HOST04,11,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T01:20:00+00:00,HOST04,4688,C:\Windows\System32\lsass.exe,,DOMAIN\user5
2026-02-15T01:20:00+00:00,HOST04,4688,C:\Windows\System32\svchost.exe,,DOMAIN\user2
2026-02-15T01:20:00+00:00,HOST04,4624,C:\Windows\System32\cmd.exe,,DOMAIN\user4
2026-02-15T01:20:00+00:00,HOST04,1,C:\Windows\System32\cmd.exe,,DOMAIN\user3
2026-02-15T01:21:00+00:00,HOST04,4688,C:\Windows\System32\svchost.exe,,DOMAIN\user5
2026-02-15T01:22:00+00:00,HOST04,11,C:\Windows\System32\lsass.exe,,DOMAIN\user5
2026-02-15T01:22:00+00:00,HOST04,4625,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user2
2026-02-15T01:26:00+00:00,HOST04,4624,C:\Windows\System32\rundll32.exe,,DOMAIN\user5
2026-02-15T01:26:00+00:00,HOST04,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T01:27:00+00:00,HOST04,4625,C:\Windows\System32\lsass.exe,,DOMAIN\user2
2026-02-15T01:29:00+00:00,HOST04,11,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T01:29:00+00:00,HOST04,4688,C:\Windows\System32\cmd.exe,,DOMAIN\user4
2026-02-15T01:29:00+00:00,HOST04,4688,C:\Windows\System32\lsass.exe,,DOMAIN\user1
2026-02-15T01:30:00+00:00,HOST04,24,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user3
2026-02-15T01:30:00+00:00,HOST04,1,C:\Windows\System32\cmd.exe,,DOMAIN\user2
2026-02-15T01:30:00+00:00,HOST04,7,C:\Windows\System32\lsass.exe,,DOMAIN\user5
2026-02-15T01:30:00+00:00,HOST04,4625,C:\Windows\System32\lsass.exe,,DOMAIN\user5
2026-02-15T01:32:00+00:00,HOST04,4625,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user5
2026-02-15T01:32:00+00:00,HOST04,1,C:\Windows\System32\lsass.exe,,DOMAIN\user2
2026-02-15T01:32:00+00:00,HOST04,5,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user2
2026-02-15T01:33:00+00:00,HOST04,1,C:\Windows\System32\rundll32.exe,,DOMAIN\user1
2026-02-15T01:33:00+00:00,HOST04,26,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T01:33:00+00:00,HOST04,4688,C:\Windows\System32\svchost.exe,,DOMAIN\user2
2026-02-15T01:33:00+00:00,HOST04,12,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user3
2026-02-15T01:33:00+00:00,HOST04,25,C:\Windows\System32\lsass.exe,,DOMAIN\user4
2026-02-15T01:34:00+00:00,HOST04,4624,C:\Windows\System32\cmd.exe,,DOMAIN\user1
2026-02-15T01:34:00+00:00,HOST04,4625,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T01:36:00+00:00,HOST04,26,C:\Windows\System32\lsass.exe,,DOMAIN\user5
2026-02-15T01:36:00+00:00,HOST04,4624,C:\Windows\System32\rundll32.exe,,DOMAIN\user3
2026-02-15T01:37:00+00:00,HOST04,24,C:\Windows\System32\rundll32.exe,,DOMAIN\user5
2026-02-15T01:37:00+00:00,HOST04,1,C:\Windows\System32\lsass.exe,,DOMAIN\user2
2026-02-15T01:38:00+00:00,HOST04,1,C:\Windows\System32\cmd.exe,,DOMAIN\user3
2026-02-15T01:38:00+00:00,HOST04,1,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user2
2026-02-15T01:40:00+00:00,HOST04,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T01:42:00+00:00,HOST04,4625,C:\Windows\System32\cmd.exe,,DOMAIN\user4
2026-02-15T01:43:00+00:00,HOST04,4624,C:\Windows\System32\lsass.exe,,DOMAIN\user2
2026-02-15T01:43:00+00:00,HOST04,4688,C:\Windows\System32\lsass.exe,,DOMAIN\user5
2026-02-15T01:47:00+00:00,HOST04,12,C:\Windows\System32\rundll32.exe,,DOMAIN\user5
2026-02-15T01:50:00+00:00,HOST04,4624,C:\Windows\System32\lsass.exe,,DOMAIN\user2
2026-02-15T01:50:00+00:00,HOST04,4688,C:\Windows\System32\svchost.exe,,DOMAIN\user1
2026-02-15T01:51:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T01:52:00+00:00,HOST04,10,C:\Windows\System32\svchost.exe,,DOMAIN\user1
2026-02-15T01:54:00+00:00,HOST04,1,C:\Windows\System32\lsass.exe,,DOMAIN\user3
2026-02-15T01:55:00+00:00,HOST04,25,C:\Windows\System32\lsass.exe,,DOMAIN\user1
2026-02-15T01:55:00+00:00,HOST04,12,C:\Windows\System32\svchost.exe,,DOMAIN\user3
2026-02-15T01:56:00+00:00,HOST04,4625,C:\Windows\System32\svchost.exe,,DOMAIN\user5
2026-02-15T01:56:00+00:00,HOST04,24,C:\Windows\System32\rundll32.exe,,DOMAIN\user1
2026-02-15T01:56:00+00:00,HOST04,4624,C:\Windows\System32\lsass.exe,,DOMAIN\user2
2026-02-15T01:58:00+00:00,HOST04,7,C:\Windows\System32\svchost.exe,,DOMAIN\user1
2026-02-15T01:58:00+00:00,HOST04,4688,C:\Windows\System32\svchost.exe,,DOMAIN\user3
2026-02-15T01:58:00+00:00,HOST04,10,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T01:59:00+00:00,HOST04,7,C:\Windows\System32\svchost.exe,,DOMAIN\user2
2026-02-15T01:59:00+00:00,HOST04,12,C:\Windows\System32\svchost.exe,,DOMAIN\user3
2026-02-15T02:00:00+00:00,HOST04,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user1
2026-02-15T02:01:00+00:00,HOST04,11,C:\Windows\System32\lsass.exe,,DOMAIN\user2
2026-02-15T02:03:00+00:00,HOST04,13,C:\Windows\System32\svchost.exe,,DOMAIN\user2
2026-02-15T02:06:00+00:00,HOST04,4625,C:\Windows\System32\rundll32.exe,,DOMAIN\user3
2026-02-15T02:07:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user2
2026-02-15T02:08:00+00:00,HOST04,13,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T02:09:00+00:00,HOST04,4624,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T02:12:00+00:00,HOST04,4688,C:\Windows\System32\lsass.exe,,DOMAIN\user4
2026-02-15T02:12:00+00:00,HOST04,4688,C:\Windows\System32\rundll32.exe,,DOMAIN\user2
2026-02-15T02:14:00+00:00,HOST04,4625,C:\Windows\System32\svchost.exe,,DOMAIN\user3
2026-02-15T02:14:00+00:00,HOST04,23,C:\Windows\System32\rundll32.exe,,DOMAIN\user2
2026-02-15T02:14:00+00:00,HOST04,1,C:\Windows\System32\rundll32.exe,,DOMAIN\user2
2026-02-15T02:15:00+00:00,HOST04,4624,C:\Windows\System32\cmd.exe,,DOMAIN\user1
2026-02-15T02:19:00+00:00,HOST04,4688,C:\Windows\System32\rundll32.exe,,DOMAIN\user3
2026-02-15T02:21:00+00:00,HOST04,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user2
2026-02-15T02:24:00+00:00,HOST04,23,C:\Windows\System32\rundll32.exe,,DOMAIN\user4
2026-02-15T02:25:00+00:00,HOST04,4688,C:\Windows\System32\svchost.exe,,DOMAIN\user2
2026-02-15T02:26:00+00:00,HOST04,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user2
2026-02-15T02:27:00+00:00,HOST04,3,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T02:28:00+00:00,HOST04,3,C:\Windows\System32\svchost.exe,,DOMAIN\user2
2026-02-15T02:28:00+00:00,HOST04,4624,C:\Windows\System32\cmd.exe,,DOMAIN\user2
2026-02-15T02:29:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T02:30:00+00:00,HOST04,11,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T02:33:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T02:35:00+00:00,HOST04,4688,C:\Windows\System32\cmd.exe,,DOMAIN\user2
2026-02-15T02:35:00+00:00,HOST04,4624,C:\Windows\System32\svchost.exe,,DOMAIN\user3
2026-02-15T02:37:00+00:00,HOST04,4625,C:\Windows\System32\cmd.exe,,DOMAIN\user2
2026-02-15T02:37:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user1
2026-02-15T02:43:00+00:00,HOST04,4625,C:\Windows\System32\svchost.exe,,DOMAIN\user3
2026-02-15T02:46:00+00:00,HOST04,4688,C:\Windows\System32\svchost.exe,,DOMAIN\user1
2026-02-15T02:48:00+00:00,HOST04,26,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T02:59:00+00:00,HOST04,4625,C:\Windows\System32\lsass.exe,,DOMAIN\user3
2026-02-15T03:04:00+00:00,HOST04,4688,C:\Windows\System32\rundll32.exe,,DOMAIN\user2
2026-02-15T03:04:00+00:00,HOST04,3,C:\Windows\System32\cmd.exe,,DOMAIN\user5
2026-02-15T03:21:00+00:00,HOST04,4625,C:\Windows\System32\rundll32.exe,,DOMAIN\user4
2026-02-15T03:24:00+00:00,HOST04,1,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user2
2026-02-15T03:30:00+00:00,HOST04,4625,C:\Windows\System32\cmd.exe,,DOMAIN\user3
2026-02-15T03:32:00+00:00,HOST04,11,C:\Windows\System32\rundll32.exe,,DOMAIN\user3
2026-02-15T03:34:00+00:00,HOST04,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user5
2026-02-15T03:43:00+00:00,HOST04,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
2026-02-15T03:52:00+00:00,HOST04,7,C:\Windows\System32\svchost.exe,,DOMAIN\user1
2026-02-15T03:54:00+00:00,HOST04,10,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user2
2026-02-15T03:59:00+00:00,HOST04,4688,C:\Windows\System32\cmd.exe,,DOMAIN\user1
2026-02-15T05:27:00+00:00,HOST04,4624,C:\Windows\System32\rundll32.exe,,DOMAIN\user2
2026-02-15T05:28:00+00:00,HOST04,4688,C:\Windows\System32\lsass.exe,,DOMAIN\user1
2026-02-15T05:56:00+00:00,HOST04,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,DOMAIN\user4
2026-02-15T00:00:00+00:00,HOST05,4624,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user1
2026-02-15T00:00:00+00:00,HOST05,3,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user3
2026-02-15T00:00:00+00:00,HOST05,4688,C:\Program Files\Google\Chrome\Application\chrome.exe,,DOMAIN\user4
